# CSV-File created with merge-csv.com
# -----------------------------------------------------------

name,authors,journal,year,publisher,cited_by_papers,abstract
"FAST TCP: Motivation, Architecture, Algorithms, Performance",David X. Wei Cheng Jin Steven H. Low Sanjay Hegde,IEEE/ACM Transactions on Networking,2006,IEEE,432,"We describe FAST TCP, a new TCP congestion control algorithm for high-speed long-latency networks, from design to implementation. We highlight the approach taken by FAST TCP to address the four difficulties which the current TCP implementation has at large windows. We describe the architecture and summarize some of the algorithms implemented in our prototype. We characterize its equilibrium and st..."
LSTM Fully Convolutional Networks for Time Series Classification,Fazle Karim Somshubra Majumdar Houshang Darabi Shun Chen,IEEE Access,2018,IEEE,432,Fully convolutional neural networks (FCNs) have been shown to achieve the state-of-the-art performance on the task of classifying time series sequences. We propose the augmentation of fully convolutional networks with long short term memory recurrent neural network (LSTM RNN) sub-modules for time series classification. Our proposed models significantly enhance the performance of fully convolutiona...
Predictive Control of a Three-Phase Neutral-Point-Clamped Inverter,RenÉ Vargas Patricio Cortes Ulrich Ammann JosÉ Rodriguez Jorge Pontt,IEEE Transactions on Industrial Electronics,2007,IEEE,432,"A new predictive strategy for current control of a three-phase neutral-point-clamped inverter is presented. The algorithm is based on a model of the system. From that model, the behavior of the system is predicted for each possible switching state of the inverter. The state that minimizes a given quality function is selected to be applied during the next sampling interval. Several compositions of ..."
Predictive Cruise Control: Utilizing Upcoming Traffic Signal Information for Improving Fuel Economy and Reducing Trip Time,Behrang Asadi Ardalan Vahidi,IEEE Transactions on Control Systems Technology,2011,IEEE,432,This brief proposes the use of upcoming traffic signal information within the vehicle's adaptive cruise control system to reduce idle time at stop lights and fuel consumption. To achieve this goal an optimization-based control algorithm is formulated that uses short range radar and traffic signal information predictively to schedule an optimum velocity trajectory for the vehicle. The control objec...
Hardware Trojan Attacks: Threat Analysis and Countermeasures,Swarup Bhunia Michael S. Hsiao Mainak Banga Seetharam Narasimhan,Proceedings of the IEEE,2014,IEEE,432,"Security of a computer system has been traditionally related to the security of the software or the information being processed. The underlying hardware used for information processing has been considered trusted. The emergence of hardware Trojan attacks violates this root of trust. These attacks, in the form of malicious modifications of electronic hardware at different stages of its life cycle, ..."
Hiding information and signatures in trapdoor knapsacks,R. Merkle M. Hellman,IEEE Transactions on Information Theory,1978,IEEE,432,"The knapsack problem is an NP-complete combinatorial problem that is strongly believed to be computationally difficult to solve in general. Specific instances of this problem that appear very difficult to solve unless one possesses ""trapdoor information"" used in the design of the problem are demonstrated. Because only the designer can easily solve problems, others can send him information hidden i..."
Recursive 3-D road and relative ego-state recognition,E.D. Dickmanns B.D. Mysliwetz,IEEE Transactions on Pattern Analysis and Machine Intelligence,1992,IEEE,432,"The general problem of recognizing both horizontal and vertical road curvature parameters while driving along the road has been solved recursively. A differential geometry representation decoupled for the two curvature components has been selected. Based on the planar solution of E.D. Dickmanns and A. Zapp (1986) and its refinements, a simple spatio-temporal model of the driving process makes it p..."
Magnetic transition and anomalous thermal expansion in R2Fe17compounds,D. Givord R. Lemaire,IEEE Transactions on Magnetics,1974,IEEE,432,"In R-Fe compounds, the magnetic properties are mainly determined by the Fe-Fe interatomic distances and the number of Fe nearest neighbors. Below the ordering temperatures, the R2Fe17compounds are generally ferromagnetic or ferrimagnetic colinear. The compounds with rare earth ions of small atomic radii, Ce2Fe17, Tm2Fe17, and Lu2Fe17, are exceptions; they are helimagnetic. At low temperatures they..."
A logic nanotechnology featuring strained-silicon,S.E. Thompson M. Armstrong C. Auth S. Cea R. Chau G. Glass T. Hoffman J. Klaus Zhiyong Ma B. Mcintyre A. Murthy B. Obradovic L. Shifren S. Sivakumar S. Tyagi T. Ghani K. Mistry M. Bohr Y. El-Mansy,IEEE Electron Device Letters,2004,IEEE,432,"Strained-silicon (Si) is incorporated into a leading edge 90-nm logic technology . Strained-Si increases saturated n-type and p-type metal-oxide-semiconductor field-effect transistors (MOSFETs) drive currents by 10 and 25%, respectively. The process flow consists of selective epitaxial Si/sub 1-x/Ge/sub x/ in the source/drain regions to create longitudinal uniaxial compressive strain in the p-type..."
A low-order system frequency response model,P.M. Anderson M. Mirheydar,IEEE Transactions on Power Systems,1990,IEEE,432,"The authors present the derivation of a simple, low-order system frequency response (SFR) model that can be used for estimating the frequency behavior of a large power system, or islanded portion thereof, in response to sudden load disturbances. The SFR model is a simplification of other models used for this purpose, but it is believed to include the essential system dynamics. The SFR model is bas..."
Comparative analysis of master-slave latches and flip-flops for high-performance and low-power systems,V. Stojanovic V.G. Oklobdzija,IEEE Journal of Solid-State Circuits,1999,IEEE,432,"In this paper, we propose a set of rules for consistent estimation of the real performance and power features of the flip-flop and master-slave latch structures. A new simulation and optimization approach is presented, targeting both high-performance and power budget issues. The analysis approach reveals the sources of performance and power-consumption bottlenecks in different design styles. Certa..."
Calculation of losses in ferro- and ferrimagnetic materials based on the modified Steinmetz equation,J. Reinert A. Brockmeyer R.W.A.A. De Doncker,IEEE Transactions on Industry Applications,2001,IEEE,432,"This paper discusses the influence of nonsinusoidal flux waveforms on the remagnetization losses in ferro- and ferrimagnetic materials of inductors, transformers, and electrical machines used in power electronic applications. The nonsinusoidal changes of flux originate from driving these devices by nonsinusoidal voltages and currents at different switching frequencies. A detailed examination of a ..."
On the computation of motion from sequences of images-A review,J.K. Aggarwal N. Nandhakumar,Proceedings of the IEEE,1988,IEEE,432,Recent developments are reviewed in the computation of motion and structure of objects in a scene from a sequence of images. Two distinct paradigms are highlighted: (i) the feature-based approach and (ii) the optical-flow-based approach. The comparative merits/demerits of these approaches are discussed. The current status of research in these areas is reviewed and future research directions are in...
